PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Kinetic Aqueous Solubility (ug/mL),Analysis Comment
RESULT_TYPE,,,,,,,,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,Indicates type of activity observed: 0-10: Low Solubility  >10: Moderate/High Solubility,Numerical value of the observed aqueous solubility.,Annotation/notes on a particular compound's data or its analysis as described in the published paper.
1561,49649460,23604753,CC1=NC2=C(C=NN2C(=C1C3=CC=CC=C3)N)C4=CC=CC=C4,Inactive,1,,,Low,<1,class = 1
1562,49642983,1120551,CCOC1=CC=CC=C1N(CC(=O)NC2=C(C=CC(=C2)OC)OC)S(=O)(=O)C3=CC=CC=C3,Inactive,1,,,Low,<1,class = 1
1563,49728050,6460634,CCOC1=C(C=C(C=C1)S(=O)(=O)NCC2=CN=CC=C2)NC(=O)C3=CC=CC=C3F,Inactive,1,,,Low,<1,class = 1
1564,49728778,135481303,C1CN(CCC1C2=NC3=C(C(=O)N2)N=NN3CC4=C(C=CC=C4Cl)F)S(=O)(=O)C5=CC6=C(C=C5)OCCO6,Inactive,1,,,Low,<1,class = 1
1565,56463495,6603792,C1CCC(C1)N2C=C(C3=C(N=CN=C32)N)C4=CC=C(C=C4)OC5=CC=CC=C5,Inactive,1,,,Low,<1,class = 1
1566,85198479,736064,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2N3CCCCC3,Inactive,1,,,Low,<1,class = 1
1567,4237838,3232951,C1CC2(CCN(CC2)C(=O)C3=CSN=N3)CN(C1)C(C4=CC=CC=C4)C5=CC=CC=C5,Inactive,1,,,Low,<1,class = 1
1568,4238092,3233203,CC(=O)N1CCC2(CCCN(C2)C3=CC=C(C=C3)C4=CC=CC=C4)CC1,Inactive,1,,,Low,<1,class = 1
1569,4239176,3234283,COC1=CC=C(C=C1)C(=O)N2CCC3(CC2)CN(C3)C4=CC=CC(=C4)C5=CC=CC=C5,Inactive,1,,,Low,<1,class = 1
1570,4239487,3234594,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCCN(C3)CC4=CC=CC=C4)CC2,Inactive,1,,,Low,<1,class = 1
1571,4239638,3234745,C1CC2(CCN(CC2)C(=O)C3=CC=NC=C3)CN(C1)C(C4=CC=CC=C4)C5=CC=CC=C5,Inactive,1,,,Low,<1,class = 1
1572,104223745,3235425,C1=CC=C(C(=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CS4)C(F)(F)F,Inactive,1,,,Low,<1,class = 1
1573,170466399,79472,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)NC3=CC4=C(C=C(N=C4C=C3)C)N)N.Cl.Cl,Inactive,1,,,Low,<1,class = 1
1574,124878494,3246541,CN1CCC2=CC(=C3C4=C2[C@H]1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)C[C@H]7C8=CC(=C(O3)C=C8CCN7)O4)OC)OC,Inactive,1,,,Low,<1,class = 1
1575,124879958,132496,CCCCCCN(CCCCCC)C(=O)CC1=C(NC2=CC=CC=C21)C3=CC=C(C=C3)F,Inactive,1,,,Low,<1,class = 1
1576,384567854,5924208,C1=CC2=C(C=C1I)/C(=C/C3=CC(=C(C(=C3)Br)O)Br)/C(=O)N2,Inactive,1,,,Low,<1,class = 1
1577,384567941,5281607,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,Inactive,1,,,Low,<1,class = 1
1578,384567963,3334,COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3,Inactive,1,,,Low,<1,class = 1
1579,50100539,6604471,CC(C)SC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,Inactive,1,,,Low,<1,class = 1
1580,144204458,31101,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,Inactive,1,,,Low,<1,class = 1
1581,90341678,6604858,COC(=O)[C@@H](C1=CC=CC=C1)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4,Inactive,1,,,Low,<1,class = 1
1582,849279,651756,COC1=CC2=C(C=C1)NC(=O)C(=C2)C3=NOC(=N3)C4=CC=C(C=C4)F,Inactive,1,,,Low,<1,class = 1
1583,852388,655011,C1CN(CCN1CC2=CC=CC=C2)S(=O)(=O)C3=CC=C(C=C3)NC(=O)C4=NC=CN=C4,Inactive,1,,,Low,<1,class = 1
1584,3716014,2120852,C1COCCN1C2=C(C=C(C=C2)C(F)(F)F)NC(=O)C3=NNC(=O)C4=CC=CC=C43,Inactive,1,,,Low,<1,class = 1
1585,4248888,3242908,CC1=C(C(=NN1CC2=CC=C(C=C2)Cl)C)NC(=O)C3=NOC(=C3)C4=CC5=C(C=C4)OCO5,Inactive,1,,,Low,<1,class = 1
1586,4257661,1305978,CC(C)CCN1C2=C(N=C1OC3=CC=C(C=C3)C(=O)OC)N(C(=O)N(C2=O)C)C,Inactive,1,,,Low,<1,class = 1
1587,4263674,1305820,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3=NN=C(S3)COC4=CC=C(C=C4)Cl,Inactive,1,,,Low,<1,class = 1
1588,4264286,2212928,C1OC2=C(O1)C=C(C=C2)C3=NN4C(=NN=C4S3)C5=CC=CC=C5Cl,Inactive,1,,,Low,<1,class = 1
1589,4265809,1246434,C1CCC(CC1)C2=NN=C(S2)NC(=O)C3=CC=C(S3)Br,Inactive,1,,,Low,<1,class = 1
1590,4260860,775994,CC1=CC(=C(C=C1)O)C2=NNC(=C2)C3=CC=CC=C3C,Inactive,1,,,Low,<1,class = 1
1591,863408,664662,COC1=CC2=C(C=C1)NC(=O)C(=C2)C3=NOC(=N3)C4=CC=CC=C4,Inactive,1,,,Low,<1,class = 1
1592,857223,658573,COC(=O)CSC1=C(C(=CC(=N1)C2=CC=CC=C2)C3=CC=CO3)C#N,Inactive,1,,,Low,<1,class = 1
1593,377664633,663428,CCCNC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C#N,Inactive,1,,,Low,<1,class = 1
1594,162010022,663999,CC(C)NC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C#N,Inactive,1,,,Low,<1,class = 1
1595,3714981,2168035,C1=CSC(=C1)C(=O)NC2=NC(=CS2)C3=CC=C(S3)Cl,Inactive,1,,,Low,<1,class = 1
1596,104223766,664510,CNC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C#N,Inactive,1,,,Low,<1,class = 1
1597,863498,664752,CCCOC(=O)C1=CC=C(C=C1)OC2=C(NN=C2C3=C(C=C(C=C3)O)O)C,Inactive,1,,,Low,<1,class = 1
1598,4258244,974197,CCNC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C#N,Inactive,1,,,Low,<1,class = 1
1599,7974094,1379247,COC1=CC(=C(C=C1)OC)N2C(=O)C(=C(C2=O)Cl)N3CCCCC3,Inactive,1,,,Low,<1,class = 1
1600,7975750,2767330,CC1=CC=C(C=C1)C2=NN=C3C4=CC=CC=C4C(=O)C3=C2,Inactive,1,,,Low,<1,class = 1
1601,7977061,1177165,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC3=C(C(=O)N(C3=O)C4=CC=CC=C4)Cl,Inactive,1,,,Low,<1,class = 1
1602,7977755,868798,CC1=CN=C(C=C1)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=C(O4)C,Inactive,1,,,Low,<1,class = 1
1603,7965064,1265525,COC1=CC(=CC(=C1OC)OC)C(=O)N2CCN(CC2)C3=C(C=CC(=C3)Cl)Cl,Inactive,1,,,Low,<1,class = 1
1604,4260500,1245673,CC1=CC(=CS1)C(=O)NC2=NN=C(S2)C3CCCCC3,Inactive,1,,,Low,<1,class = 1
1605,24271890,825303,CC1=CC(=C2C=C(C=CC2=N1)OC)NC3=CC(=C(C=C3)Cl)Cl,Inactive,1,,,Low,<1,class = 1
1606,24271998,1100832,C1=CC=C(C=C1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=CC=CC(=C4)C(F)(F)F,Inactive,1,,,Low,<1,class = 1
1607,24272211,2886207,C1=CC=C(C=C1)C2=CC=C(O2)C(=O)NC3=CC4=C(C=C3)OC(=N4)C5=CN=CC=C5,Inactive,1,,,Low,<1,class = 1
1608,24272350,15991077,COC1=CC=CC(=C1)C(=O)NC2=CC3=C(C=C2)OC(=N3)C4=CC5=CC=CC=C5C=C4,Inactive,1,,,Low,<1,class = 1
1609,24272444,5721447,C1=CC=C2C(=C1)NC(=N2)/C(=C/C3=CC=C(O3)C4=CC=C(C=C4)C(=O)O)/C#N,Inactive,1,,,Low,<1,class = 1
1610,24272467,1725261,CC1=C(C2=C(O1)C=CC(=C2)N(C(=O)OC3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4)C(=O)C,Inactive,1,,,Low,<1,class = 1
1611,24272619,15991107,CC1=CC2=C(C=C1)N(C3=CC=CC=C3C2=O)CCCC(=O)NC4=C(C=CC(=C4)Cl)C,Inactive,1,,,Low,<1,class = 1
1612,24273072,5175738,C1=CSC(=C1)C2=NC3=C(C(=C2)C(F)(F)F)C(=C(S3)C(=O)NC4=CC=C(C=C4)F)N,Inactive,1,,,Low,<1,class = 1
1613,24273273,4462741,CC1=CC=CC=C1C(=O)NC2=C(C3=C(S2)CC(CC3)C(C)(C)C)C(=O)NCC4=CC=CO4,Inactive,1,,,Low,<1,class = 1
1614,24273324,1321124,C1COC2=C(O1)C=CC(=C2)S(=O)(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=CC=CC(=C4)C(F)(F)F,Inactive,1,,,Low,<1,class = 1
1615,377707994,699254,C1=CC=C(C(=C1)C(=O)NC2=CC3=C(C=C2)OC(=N3)C4=CC=NC=C4)Cl,Inactive,1,,,Low,<1,class = 1
1616,24273695,15991223,CC1=CC=C(C=C1)CN2C3=CC=CC=C3C(C2=O)(CC(=O)C4=CC=C(C=C4)C)O,Inactive,1,,,Low,<1,class = 1
1617,24273750,1415305,CC1=C(C=C(C=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC)S(=O)(=O)NCC5=NC6=CC=CC=C6N5,Inactive,1,,,Low,<1,class = 1
1618,24273859,1205402,CC1=C(C2=C(N1C3=CC=C(C=C3)OC)C=CC(=C2)OC(=O)COC4=CC=CC=C4)C(=O)C,Inactive,1,,,Low,<1,class = 1
1619,24274229,3697282,COC1=CC=C(C=C1)C2C=C(NC3=NC(=NN23)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,Inactive,1,,,Low,<1,class = 1
1620,24274428,6407314,CC(=O)NC1=CC=C(C=C1)NC2=NN=C(C3=CC=CC=C32)C4=CC=C(C=C4)OCC#C,Inactive,1,,,Low,<1,class = 1
1621,24274719,3571741,CC1=CC=C(C=C1)C2=NC3=C(C=C(C=C3)Br)C(=C2)C(=O)NCC4=CN(N=C4)C,Inactive,1,,,Low,<1,class = 1
1622,24274741,4302940,CCN1C=C(C(=N1)C)CNC(=O)C2=CC(=NC3=C2C=C(C=C3)Br)C4=CC=C(C=C4)C,Inactive,1,,,Low,<1,class = 1
1623,24274743,995088,CC1=CC=C(C=C1)C2=NC3=C(C=C(C=C3)Br)C(=C2)C(=O)NCC4=C(N(N=C4)C)C,Inactive,1,,,Low,<1,class = 1
1624,24274920,2862091,COC1=C(C=C2C(=C1)C3=CC=CC=C3O2)NC(=O)COC4=CC=C(C=C4)Cl,Inactive,1,,,Low,<1,class = 1
1625,24275023,2947897,CC1=NN=C(S1)N2C(C3=C(C2=O)OC4=CC=CC=C4C3=O)C5=CC=C(C=C5)F,Inactive,1,,,Low,<1,class = 1
1626,24275170,1166596,CC1=CC(=C(C=C1)O)NC(=O)CCSC2=NC(=CC(=N2)C(F)(F)F)C3=CC=C(C=C3)OC,Inactive,1,,,Low,<1,class = 1
1627,24275915,15991449,C1CCCN(CC1)C2=C(N=C(O2)C3=CC=C(C=C3)F)S(=O)(=O)C4=CC=CC=C4,Inactive,1,,,Low,<1,class = 1
1628,24276087,2983992,C1=CC(=C(C=C1C#N)F)C(=O)NC2=CC(=C(C=C2)Cl)C3=NC4=C(O3)C=CC(=C4)Cl,Inactive,1,,,Low,<1,class = 1
1629,24276115,2982228,CC1=CC2=C(C=C1)N=C(O2)C3=C(C=CC(=C3)NC(=O)C4=CC5=C(C=C4)OCCO5)Cl,Inactive,1,,,Low,<1,class = 1
1630,24276118,3122421,CC1=CC=CC=C1NC(=O)CSC2=C(C(=CC(=N2)C3=CC=CC=C3)C4=CC=C(C=C4)OC)C#N,Inactive,1,,,Low,<1,class = 1
1631,24276283,15991500,CC1=NC2=C(C(=NN2C(=C1)C3=CC=C(C=C3)OC)C)C4=CC(=C(C=C4)OC)OC,Inactive,1,,,Low,<1,class = 1
1632,24276304,5292916,COC1=C(C=CC(=C1)/C=C(\C#N)/C2=NC3=CC=CC=C3N2)OCC4=CC=C(C=C4)F,Inactive,1,,,Low,<1,class = 1
1633,24276477,4916244,CCOC1=CC=C(C=C1)N2C(C3=C(NN=C3C2=O)C4=CC=CS4)C5=CC(=CC=C5)F,Inactive,1,,,Low,<1,class = 1
1634,24276516,4898908,C1CN2CCC1C3=C2C=C4C(=C(SC4=N3)C(=O)NC5=CC=C(C=C5)Cl)N,Inactive,1,,,Low,<1,class = 1
1635,24276518,5297522,CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(C3=CC4=C(C5CCN4CC5)N=C3S2)N,Inactive,1,,,Low,<1,class = 1
1636,24276730,15991524,COC1=C(C=C(C=C1)C2=NC3=CC=CC=C3S2)NC(=O)C4=CC=C(C=C4)F,Inactive,1,,,Low,<1,class = 1
1637,24266966,5302298,C1CN2CCC1C3=C2C=C4C(=C(SC4=N3)C(=O)NC5=CC(=C(C=C5)Cl)C(F)(F)F)N,Inactive,1,,,Low,<1,class = 1
1638,24267171,4115695,CC(C)(C)C1=CC=C(C=C1)C(=O)N2CC(=O)NC3=C(C2C4=CC=C(C=C4)F)C=C(C=C3)F,Inactive,1,,,Low,<1,class = 1
1639,24267661,15987821,COC1=CC=C(C=C1)NC2=NC=C(C3=CC=CC=C32)C(=O)NC4=CC(=CC=C4)Cl,Inactive,1,,,Low,<1,class = 1
1640,24267784,15987880,CCC1=CC(=CC=C1)NC(=O)C(CC2=CC=CC=C2)NS(=O)(=O)C3=CC=CS3,Inactive,1,,,Low,<1,class = 1
1641,24267786,15987881,CC1=C(C=C(C=C1)NC(=O)C(CC2=CC=CC=C2)NS(=O)(=O)C3=CC=CS3)Cl,Inactive,1,,,Low,<1,class = 1
1642,24267835,4380636,CC(C)C1=CC=C(C=C1)NC2=C(N=C3N2C=CC=C3)C4=CC=CC=N4,Inactive,1,,,Low,<1,class = 1
1643,24268026,2156520,COC1=CC=CC(=C1OC)C(=O)NCCSC2=C(NC3=CC=CC=C32)C4=CC=C(C=C4)F,Inactive,1,,,Low,<1,class = 1
1644,24268533,135416459,CC1=CC=C(C=C1)NC(=O)C2=C3NC(=C(C(N3N=C2)C4=CC=CC=C4C)C(=O)NC5=CC=C(C=C5)Cl)C,Inactive,1,,,Low,<1,class = 1
1645,24268558,15988382,CCC1=CC=C(C=C1)N2C(=C(N=N2)C3=NSC(=N3)NC(=O)C4=CC=CC=C4Cl)C,Inactive,1,,,Low,<1,class = 1
1646,377663928,15988512,CCC1=CC(=CC=C1)NC(=O)CSC2=NC3=CC=CC=C3N=C2N4CCCCC4,Inactive,1,,,Low,<1,class = 1
1647,24268731,15988552,CC1(CC2=C(C=C(C(=O)N2C3=C(C=CC(=C3)OC)OC)C4=NC(=CS4)C5=CC=C(C=C5)Cl)C(=O)C1)C,Inactive,1,,,Low,<1,class = 1
1648,24268804,15988620,CC1=CC(=CC(=C1)NC(=O)C2=C(N(N=N2)CC3=C(OC(=N3)C4=CC(=C(C(=C4)OC)OC)OC)C)C)C,Inactive,1,,,Low,<1,class = 1
1649,24268872,15988674,C1=CC=C(C=C1)C(C(=O)NC2=CC=C(C=C2)Cl)NS(=O)(=O)C3=CC=CS3,Inactive,1,,,Low,<1,class = 1
1650,24268876,15988676,CC1=C(C=CC(=C1)Br)NC(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=CS3,Inactive,1,,,Low,<1,class = 1
1651,24269264,15988957,CC1=CC=CC=C1NC2=C(N=C3N2C=CS3)C4=CC=CC=C4O,Inactive,1,,,Low,<1,class = 1
1652,24269432,4091590,CC1=CN2C(=NC(=C2NC3=CC=CC=C3C)C4=CC=CC=N4)C=C1,Inactive,1,,,Low,<1,class = 1
1653,24269929,15989508,CC1=C(C=C(C=C1)NC(=O)NCC2CCN(CC2)CC3=CC(=CC=C3)Cl)Cl,Inactive,1,,,Low,<1,class = 1
1654,24269953,751398,CC1=C(C(=CC=C1)C)NC2=C(N=C3N2C=C(C=C3)Cl)C4=CC=CC=N4,Inactive,1,,,Low,<1,class = 1
1655,24269971,15989544,CCOC1=CC(=C(C=C1)OCC)NC(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=C(S3)Br,Inactive,1,,,Low,<1,class = 1
1656,24269973,15989546,CC(=O)NC1=CC=C(C=C1)NC(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=C(S3)Br,Inactive,1,,,Low,<1,class = 1
1657,24269975,15989548,CCN(C1=CC(=C(C=C1)C)C)C(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=C(S3)Br,Inactive,1,,,Low,<1,class = 1
1658,24270087,5165652,CC1=CC=CC2=NC(=C(N12)NC3=CC=C(C=C3)C(C)C)C4=CN=CC=C4,Inactive,1,,,Low,<1,class = 1
1659,24270368,15989832,CC1=C(NC2=C1C(=O)CC(C2)C3=CC=CC=C3)C(=O)OCCOC4=CC=CC=C4,Inactive,1,,,Low,<1,class = 1
1660,24270400,2973056,COC1=C(C(=CC(=C1)C2CC(=O)NC3=CC4=C(C=C23)OCCO4)Br)OC,Inactive,1,,,Low,<1,class = 1
1661,24270611,15990000,CC1=C(C=C(C=C1)NC2=C(C(=O)C3=CC=CC=C32)C4=CC=C(C=C4)C(F)(F)F)F,Inactive,1,,,Low,<1,class = 1
1662,24270640,15990026,CC1=NN=C2N1C(=NC3=CC=CC=C32)N4CCN(CC4)C5=CC=CC=C5,Inactive,1,,,Low,<1,class = 1
1663,24270645,15990031,CC1=C(C=C(C=C1)NC2=C(C(=O)C3=CC=CC=C32)C4=CC=C(C=C4)C(F)(F)F)C,Inactive,1,,,Low,<1,class = 1
1664,24270647,15990032,CC1=CC(=C(C=C1)C)NC2=C(C(=O)C3=CC=CC=C32)C4=CC=C(C=C4)C(F)(F)F,Inactive,1,,,Low,<1,class = 1
1665,24270649,15990034,C1=CC=C2C(=C1)C(=C(C2=O)C3=CC=C(C=C3)C(F)(F)F)NC4=CC=C(C=C4)Cl,Inactive,1,,,Low,<1,class = 1
1666,24270768,15990148,CC1=C(C(=CC=C1)N2CCN(CC2)C3=NC4=CC=CC=C4C5=NN=C(N53)C)C,Inactive,1,,,Low,<1,class = 1
1667,24270817,15990190,CC1=CC=C(C=C1)C(=O)NC2=C(N=C(N=C2NC3=CC=C(C=C3)C)NC4=CC=C(C=C4)C)C,Inactive,1,,,Low,<1,class = 1
1668,24270930,15990297,CCOC1=CC=C(C=C1)NC2=NC(=NC(=C2NC(=O)C3=CC=C(C=C3)C)C)NC4=CC=C(C=C4)OCC,Inactive,1,,,Low,<1,class = 1
1669,24270954,15990317,CCCC1=NC2=C(C=CC(=C2)C(=O)NC3CCCC3)SC4=C1C=C(C=C4)C,Inactive,1,,,Low,<1,class = 1
1670,24271069,15990405,C1COC2=C(O1)C=CC(=C2)NC(=O)CSC3=C(NC(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,1,,,Low,<1,class = 1
1671,24271228,15990550,CCC1=NC2=C(C=CC(=C2)C(=O)NC3CCCC3)SC4=C1C=C(C=C4)Cl,Inactive,1,,,Low,<1,class = 1
1672,24271595,15990865,CSC1=CC=C(C=C1)/C=C/C2=NC3=CC=CC=C3N2S(=O)(=O)C4=CC(=CC=C4)Cl,Inactive,1,,,Low,<1,class = 1
1673,24271658,15990919,CCOC(=O)C1=CC=C(C=C1)N2C(C3=C(NN=C3C2=O)C4=CC=CS4)C5=C(C=C(C=C5)Cl)Cl,Inactive,1,,,Low,<1,class = 1
1674,24271662,15990923,CCOC1=CC=C(C=C1)C2C3=C(NN=C3C(=O)N2C4=CC=C(C=C4)C(=O)OCC)C5=CC=CS5,Inactive,1,,,Low,<1,class = 1
1675,24271699,15990960,CC(C)C1=CC=C(C=C1)NC(=O)C2=CC=CC3=C2C(=O)N(C3)C4=CC=C(C=C4)OC,Inactive,1,,,Low,<1,class = 1
1676,24398359,16020100,CCOC(=O)C1=CC=C(C=C1)N2C(C3=C(C2=O)NN=C3C4=CC=C(C=C4)OC)C5=CC=C(C=C5)C,Inactive,1,,,Low,<1,class = 1
1677,24398403,16020134,CCN(CC1=CC=CC=C1)CC2=C(C(NC(=O)N2)C3=CC=C(C=C3)OC(C)C)C(=O)OCC,Inactive,1,,,Low,<1,class = 1
1678,24398574,16020279,CN1C2=CC=CC=C2C3=C(C1=O)C=C(S3)C(=O)NCCCN4CCN(CC4)C5=CC=CC=C5F,Inactive,1,,,Low,<1,class = 1
1679,24398665,16020356,CCC1=CC=C(C=C1)C2C3=C(C4=CC=CC=C4C3=O)NC5=CC=CC=C5S2,Inactive,1,,,Low,<1,class = 1
1680,24384235,16008054,CC1=CC(=C(C=C1)C)CN2C3=C(C=CC(=C3)C(=O)N4CCN(CC4)C5=CC=CC=C5F)S(=O)C6=CC=CC=C6C2=O,Inactive,1,,,Low,<1,class = 1
1681,24385336,16009028,CC1=CC(=CC(=C1)NC(=O)CCC2=NC3=C(N2CC4=CC=C(C=C4)OC)N=CC=C3)C,Inactive,1,,,Low,<1,class = 1
1682,24385481,4917871,CCOC1=CC=C(C=C1)NC(=O)CC2C(=O)N(C(=O)N2CCC3=C(C=CS3)C)C4=CC=C(C=C4)F,Inactive,1,,,Low,<1,class = 1
1683,24385932,16009501,CN1C2=C(C=C(S2)C(=O)NC3=C(C=CC(=C3)F)F)C(=N1)C4=CC=CC=C4F,Inactive,1,,,Low,<1,class = 1
1684,24386348,16009866,COC1=CC=CC=C1NC(=O)C2=C(C3=CC=CC=C3O2)NC(=O)CC4=CC=CS4,Inactive,1,,,Low,<1,class = 1
1685,24386637,16010135,CC1=C2C(=NC3=C(C=CC(=C3)C(=O)NCC4=CC=CC=C4Cl)SC2=C(C=C1)C)C,Inactive,1,,,Low,<1,class = 1
1686,24386639,16010137,CC1=C2C(=NC3=C(C=CC(=C3)C(=O)NCCC4=CC=CC=C4)SC2=C(C=C1)C)C,Inactive,1,,,Low,<1,class = 1
1687,24386759,16010245,CC1=CC(=C(C=C1Cl)OC)NC(=O)CSC2=NC=C(C(=O)N2)S(=O)(=O)C3=CC=C(C=C3)C(C)(C)C,Inactive,1,,,Low,<1,class = 1
1688,24386869,16010350,CCOC(=O)C1=C(N(C(=C1C)C2=CC=CC=C2)CC(=O)NCC3=CC=CC=C3)C,Inactive,1,,,Low,<1,class = 1
1689,24387064,16010530,CN(C1=CC=C(C=C1)OC)C(=O)C2=CC3=C(S2)C4=CC=CC=C4OC3,Inactive,1,,,Low,<1,class = 1
1690,24387534,16010971,CC(C)NC(=O)C1CCN(CC1)C(=O)C2=CC3=C(N2CC4=CC=C(C=C4)Cl)C=CS3,Inactive,1,,,Low,<1,class = 1
1691,24387738,16011163,CC1=CC=C(C=C1)C2=NC(=C(O2)C)CN3C4=C(C=C3C(=O)OC)OC=C4,Inactive,1,,,Low,<1,class = 1
1692,104219747,3159995,CC1=CC=C(C=C1)OCCN2C3=CC=CC=C3N=C2CCNC(=O)C4CCCCC4,Inactive,1,,,Low,<1,class = 1
1693,24389444,16012740,CCOC1=CC=CC=C1N2CC(CC2=O)C3=NC4=CC=CC=C4N3CCOC5=CC=C(C=C5)C(C)(C)C,Inactive,1,,,Low,<1,class = 1
1694,24389500,11835320,C1CCCN(CC1)CC(CN2C=C(C3=CC=CC=C32)/C=C/C(=O)C4=CC=C(C=C4)Br)O,Inactive,1,,,Low,<1,class = 1
1695,24389664,16012906,CC1=CC2=C(C=C1)C(=CO2)CC(=O)NC3=C(C4=C(S3)CCC4)C(=O)OC,Inactive,1,,,Low,<1,class = 1
1696,24390124,16013207,COC1=CC=C(C=C1)C2=NOC(=N2)CSC3=NN=C(N3C4=CC=C(C=C4)F)CC5=CC=CC=C5,Inactive,1,,,Low,<1,class = 1
1697,24390354,16013369,CC(C)CS(=O)(=O)C1=C(N=C(O1)C2=CC=C(C=C2)F)S(=O)(=O)C3=CC=CC=C3,Inactive,1,,,Low,<1,class = 1
1698,377659287,16014174,C1=CC=C(C=C1)CNC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=C(C=C3)F,Inactive,1,,,Low,<1,class = 1
1699,124892049,16014184,CCOC1=CC=C(C=C1)NC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=CC=C3F,Inactive,1,,,Low,<1,class = 1
1700,24392086,16014495,CC1=CC(=CC=C1)CS(=O)(=O)C2=NC=C(C(=N2)C(=O)NC3=NC4=C(S3)C=C(C=C4)F)Cl,Inactive,1,,,Low,<1,class = 1
1701,24392250,16014640,CCCCCN1C=C2C(=C1C3=CC=C(C=C3)Br)C(=O)N(C(=O)N2C)C,Inactive,1,,,Low,<1,class = 1
1702,377679993,16014644,CCCCN1C=C2C(=C1C3=CC=C(C=C3)Br)C(=O)N(C(=O)N2C)C,Inactive,1,,,Low,<1,class = 1
1703,24392503,16014853,CCS(=O)(=O)C1=NC=C(C(=N1)C(=O)NC2=C(C=CC(=C2)C)C)N(CC3=CC=C(C=C3)F)CC4=CC=CO4,Inactive,1,,,Low,<1,class = 1
1704,24392699,16014995,CC(C1=CC=CC=C1)NC2=C(N=C(O2)C3=CC=C(O3)COC4=CC=C(C=C4)OC)C#N,Inactive,1,,,Low,<1,class = 1
1705,24393159,16015431,CN(C1=CC=CC=C1)C(=O)CSC2=NC3=C(S2)C=C(C=C3)NC(=O)C4=CC=C(C=C4)F,Inactive,1,,,Low,<1,class = 1
1706,24393759,16015991,CC1=CC=CC=C1C(=O)NC2=NC3=C(S2)CC(CC3)C(C)(C)C,Inactive,1,,,Low,<1,class = 1
1707,24393808,16016035,CCOC1=CC=CC(=C1)C(=O)NC2=NC3=C(S2)CC(CC3)C(C)(C)C,Inactive,1,,,Low,<1,class = 1
1708,24393810,16016037,CC(C)(C)C1CCC2=C(C1)SC(=N2)NC(=O)C3=CC(=CC=C3)Cl,Inactive,1,,,Low,<1,class = 1
1709,24394075,7661054,CCOC1=CC=C(C=C1)C2=NN=C(O2)SCC(=O)NCC3=CC=CC=C3Cl,Inactive,1,,,Low,<1,class = 1
1710,24394417,16016570,COC1=CC=CC(=C1)NC(=O)C2=CC=CC3=C2NC4=C(C3=O)CCCC4,Inactive,1,,,Low,<1,class = 1
1711,377656683,16016585,CC1=NC2=C(C=CC=C2NC(=O)C3=CC=C(C=C3)OC(C)C)C=C1,Inactive,1,,,Low,<1,class = 1
1712,24394674,16016817,CCOC(=O)CC1=CC=C(C=C1)NC(=O)N2C3=C(C=C(C=C3)Cl)C=N2,Inactive,1,,,Low,<1,class = 1
